date,expt,well,Cq,sample_name,type,bio_Rep,geno,relative_concentration,primer_no,primer_desc
2/10/23,5,D15,24.5025274,I1_py_June1,input,2,py79,0.01,P4409,Cc_cdzI
2/7/23,3,K20,25.81678015,I1_py_June1,input,2,py79,0.01,p4410,Cc_upst_rplD
2/8/23,4,F24,25.87015443,I1_py_June1,input,2,py79,0.01,P4410,Cc_upst_rplD
2/10/23,5,C15,26.08111537,I1_py_June1,input,2,py79,0.01,P4410,Cc_upst_rplD
2/7/23,3,L20,25.01487255,I1_py_June1,input,2,py79,0.01,P4411,Cc_tRNAhis
2/8/23,4,F22,25.0527738,I1_py_June1,input,2,py79,0.01,P4411,Cc_tRNAhis
2/10/23,5,J15,24.81941539,I1_py_June1,input,2,py79,0.01,P4411,Cc_tRNAhis
2/7/23,3,M20,25.67111673,I1_py_June1,input,2,py79,0.01,P4412,Cc_unkn
2/8/23,4,F23,25.57528369,I1_py_June1,input,2,py79,0.01,P4412,Cc_unkn
2/10/23,5,N15,25.64375227,I1_py_June1,input,2,py79,0.01,P4412,Cc_unkn
2/7/23,3,B21,20.70385436,I1_py_May31,input,1,py79,0.01,p4401,Bs_mfd_upst
2/8/23,4,D17,20.70334659,I1_py_May31,input,1,py79,0.01,P4401,Bs_mfd_upst
2/10/23,5,L13,20.68315535,I1_py_May31,input,1,py79,0.01,P4401,Bs_mfd_upst
2/7/23,3,C21,20.34635367,I1_py_May31,input,1,py79,0.01,p4402,Bs_ybfM
2/8/23,4,D20,20.6443287,I1_py_May31,input,1,py79,0.01,P4402,Bs_ybfM
2/10/23,5,H13,20.59264404,I1_py_May31,input,1,py79,0.01,P4402,Bs_ybfM
2/7/23,3,D21,20.54145251,I1_py_May31,input,1,py79,0.01,p4403,Bs_aroK_upst
2/8/23,4,D13,20.64177826,I1_py_May31,input,1,py79,0.01,P4403,Bs_aroK_upst
2/10/23,5,G13,20.73999438,I1_py_May31,input,1,py79,0.01,P4403,Bs_aroK_upst
2/7/23,3,E21,21.26323917,I1_py_May31,input,1,py79,0.01,p4404,Bs_cspB_upst
2/8/23,4,D16,21.34628937,I1_py_May31,input,1,py79,0.01,P4404,Bs_cspB_upst
2/10/23,5,M13,21.40008724,I1_py_May31,input,1,py79,0.01,P4404,Bs_cspB_upst
2/7/23,3,F21,20.01706425,I1_py_May31,input,1,py79,0.01,p4405,Bs_BraB_upst
2/8/23,4,D14,20.26575568,I1_py_May31,input,1,py79,0.01,P4405,Bs_BraB_upst
2/10/23,5,I13,20.41028705,I1_py_May31,input,1,py79,0.01,P4405,Bs_BraB_upst
2/7/23,3,G21,20.80452407,I1_py_May31,input,1,py79,0.01,p4406,Bs_bsrI_upst
2/8/23,4,D15,20.89892186,I1_py_May31,input,1,py79,0.01,P4406,Bs_bsrI_upst
2/10/23,5,K13,20.83061135,I1_py_May31,input,1,py79,0.01,P4406,Bs_bsrI_upst
2/7/23,3,H21,20.72378556,I1_py_May31,input,1,py79,0.01,p4407,Bs_sdpC_upst
2/8/23,4,D19,20.67071522,I1_py_May31,input,1,py79,0.01,P4407,Bs_sdpC_upst
2/10/23,5,F13,20.8007942,I1_py_May31,input,1,py79,0.01,P4407,Bs_sdpC_upst
2/7/23,3,I21,20.93627873,I1_py_May31,input,1,py79,0.01,p4408,Bs_pseudo
2/8/23,4,D18,21.04067077,I1_py_May31,input,1,py79,0.01,P4408,Bs_pseudo
2/10/23,5,B13,21.16678569,I1_py_May31,input,1,py79,0.01,P4408,Bs_pseudo
2/8/23,4,D21,24.18069126,I1_py_May31,input,1,py79,0.01,P4409,Cc_cdzI
2/7/23,3,J21,24.2870727,I1_py_May31,input,1,py79,0.01,p4409,Cc_cdzI
2/10/23,5,D13,24.67209152,I1_py_May31,input,1,py79,0.01,P4409,Cc_cdzI
2/7/23,3,K21,25.95863467,I1_py_May31,input,1,py79,0.01,p4410,Cc_upst_rplD
2/8/23,4,D24,25.99743142,I1_py_May31,input,1,py79,0.01,P4410,Cc_upst_rplD
2/10/23,5,C13,26.11624188,I1_py_May31,input,1,py79,0.01,P4410,Cc_upst_rplD
2/7/23,3,L21,24.91529921,I1_py_May31,input,1,py79,0.01,P4411,Cc_tRNAhis
2/8/23,4,D22,25.13225169,I1_py_May31,input,1,py79,0.01,P4411,Cc_tRNAhis
2/10/23,5,J13,25.15842623,I1_py_May31,input,1,py79,0.01,P4411,Cc_tRNAhis
2/7/23,3,M21,25.60321158,I1_py_May31,input,1,py79,0.01,P4412,Cc_unkn
2/10/23,5,N13,25.66690908,I1_py_May31,input,1,py79,0.01,P4412,Cc_unkn
2/7/23,3,B22,20.32385167,I2_rnhB_June1,input,2,rnhB,0.01,p4401,Bs_mfd_upst
2/8/23,4,C17,20.55984053,I2_rnhB_June1,input,2,rnhB,0.01,P4401,Bs_mfd_upst
2/10/23,5,L04,20.24992563,I2_rnhB_June1,input,2,rnhB,0.01,P4401,Bs_mfd_upst
2/7/23,3,C22,20.16218795,I2_rnhB_June1,input,2,rnhB,0.01,p4402,Bs_ybfM
2/8/23,4,C20,20.24780183,I2_rnhB_June1,input,2,rnhB,0.01,P4402,Bs_ybfM
2/10/23,5,H04,20.12272834,I2_rnhB_June1,input,2,rnhB,0.01,P4402,Bs_ybfM
2/7/23,3,D22,20.22134939,I2_rnhB_June1,input,2,rnhB,0.01,p4403,Bs_aroK_upst
2/8/23,4,C13,20.67017526,I2_rnhB_June1,input,2,rnhB,0.01,P4403,Bs_aroK_upst
2/7/23,3,E22,20.81316804,I2_rnhB_June1,input,2,rnhB,0.01,p4404,Bs_cspB_upst
2/8/23,4,C16,20.91974637,I2_rnhB_June1,input,2,rnhB,0.01,P4404,Bs_cspB_upst
2/7/23,3,F22,19.61476784,I2_rnhB_June1,input,2,rnhB,0.01,p4405,Bs_BraB_upst
2/8/23,4,C14,19.84835473,I2_rnhB_June1,input,2,rnhB,0.01,P4405,Bs_BraB_upst
2/7/23,3,G22,20.29282665,I2_rnhB_June1,input,2,rnhB,0.01,p4406,Bs_bsrI_upst
2/8/23,4,C15,20.67068395,I2_rnhB_June1,input,2,rnhB,0.01,P4406,Bs_bsrI_upst
2/7/23,3,H22,20.20423443,I2_rnhB_June1,input,2,rnhB,0.01,p4407,Bs_sdpC_upst
2/8/23,4,C19,20.38904688,I2_rnhB_June1,input,2,rnhB,0.01,P4407,Bs_sdpC_upst
2/10/23,5,F04,20.11471186,I2_rnhB_June1,input,2,rnhB,0.01,P4407,Bs_sdpC_upst
2/7/23,3,I22,20.42575866,I2_rnhB_June1,input,2,rnhB,0.01,p4408,Bs_pseudo
2/8/23,4,C18,20.61872174,I2_rnhB_June1,input,2,rnhB,0.01,P4408,Bs_pseudo
2/10/23,5,B04,20.51314939,I2_rnhB_June1,input,2,rnhB,0.01,P4408,Bs_pseudo
2/8/23,4,C21,24.04512088,I2_rnhB_June1,input,2,rnhB,0.01,P4409,Cc_cdzI
2/7/23,3,J22,23.93372741,I2_rnhB_June1,input,2,rnhB,0.01,p4409,Cc_cdzI
2/10/23,5,D04,24.20546242,I2_rnhB_June1,input,2,rnhB,0.01,P4409,Cc_cdzI
2/7/23,3,K22,25.70617204,I2_rnhB_June1,input,2,rnhB,0.01,p4410,Cc_upst_rplD
2/8/23,4,C24,25.77563318,I2_rnhB_June1,input,2,rnhB,0.01,P4410,Cc_upst_rplD
2/7/23,3,L22,24.67102337,I2_rnhB_June1,input,2,rnhB,0.01,P4411,Cc_tRNAhis
2/8/23,4,C22,24.78701574,I2_rnhB_June1,input,2,rnhB,0.01,P4411,Cc_tRNAhis
2/10/23,5,J04,24.51223433,I2_rnhB_June1,input,2,rnhB,0.01,P4411,Cc_tRNAhis
2/7/23,3,M22,25.48021459,I2_rnhB_June1,input,2,rnhB,0.01,P4412,Cc_unkn
2/8/23,4,C23,25.58606373,I2_rnhB_June1,input,2,rnhB,0.01,P4412,Cc_unkn
2/10/23,5,N04,25.24810003,I2_rnhB_June1,input,2,rnhB,0.01,P4412,Cc_unkn
2/7/23,3,B23,20.83953695,I2_rnhB_May31,input,1,rnhB,0.01,p4401,Bs_mfd_upst
2/8/23,4,H17,20.62838356,I2_rnhB_May31,input,1,rnhB,0.01,P4401,Bs_mfd_upst
2/10/23,5,L02,20.62861838,I2_rnhB_May31,input,1,rnhB,0.01,P4401,Bs_mfd_upst
2/7/23,3,C23,20.6284844,I2_rnhB_May31,input,1,rnhB,0.01,p4402,Bs_ybfM
2/8/23,4,H20,21.69389169,I2_rnhB_May31,input,1,rnhB,0.01,P4402,Bs_ybfM
2/10/23,5,H02,20.52386903,I2_rnhB_May31,input,1,rnhB,0.01,P4402,Bs_ybfM
2/7/23,3,D23,20.78527624,I2_rnhB_May31,input,1,rnhB,0.01,p4403,Bs_aroK_upst
2/8/23,4,H13,20.63497429,I2_rnhB_May31,input,1,rnhB,0.01,P4403,Bs_aroK_upst
2/10/23,5,G02,20.59298749,I2_rnhB_May31,input,1,rnhB,0.01,P4403,Bs_aroK_upst
2/7/23,3,E23,21.33926329,I2_rnhB_May31,input,1,rnhB,0.01,p4404,Bs_cspB_upst
2/8/23,4,H16,20.96010723,I2_rnhB_May31,input,1,rnhB,0.01,P4404,Bs_cspB_upst
2/10/23,5,M02,21.00574579,I2_rnhB_May31,input,1,rnhB,0.01,P4404,Bs_cspB_upst
2/7/23,3,F23,20.12250698,I2_rnhB_May31,input,1,rnhB,0.01,p4405,Bs_BraB_upst
2/8/23,4,H14,19.91843837,I2_rnhB_May31,input,1,rnhB,0.01,P4405,Bs_BraB_upst
2/10/23,5,I02,20.02030041,I2_rnhB_May31,input,1,rnhB,0.01,P4405,Bs_BraB_upst
2/7/23,3,G23,20.79000259,I2_rnhB_May31,input,1,rnhB,0.01,p4406,Bs_bsrI_upst
2/8/23,4,H15,20.63260119,I2_rnhB_May31,input,1,rnhB,0.01,P4406,Bs_bsrI_upst
2/10/23,5,K02,20.56490559,I2_rnhB_May31,input,1,rnhB,0.01,P4406,Bs_bsrI_upst
2/7/23,3,H23,20.87424445,I2_rnhB_May31,input,1,rnhB,0.01,p4407,Bs_sdpC_upst
2/8/23,4,H19,20.39279429,I2_rnhB_May31,input,1,rnhB,0.01,P4407,Bs_sdpC_upst
2/10/23,5,F02,20.40432761,I2_rnhB_May31,input,1,rnhB,0.01,P4407,Bs_sdpC_upst
2/7/23,3,I23,20.90314903,I2_rnhB_May31,input,1,rnhB,0.01,p4408,Bs_pseudo
2/8/23,4,H18,20.76243101,I2_rnhB_May31,input,1,rnhB,0.01,P4408,Bs_pseudo
2/10/23,5,B02,20.81214755,I2_rnhB_May31,input,1,rnhB,0.01,P4408,Bs_pseudo
2/8/23,4,H21,24.05325834,I2_rnhB_May31,input,1,rnhB,0.01,P4409,Cc_cdzI
2/7/23,3,J23,24.5358267,I2_rnhB_May31,input,1,rnhB,0.01,p4409,Cc_cdzI
2/10/23,5,D02,24.47536703,I2_rnhB_May31,input,1,rnhB,0.01,P4409,Cc_cdzI
2/7/23,3,K23,26.18939873,I2_rnhB_May31,input,1,rnhB,0.01,p4410,Cc_upst_rplD
2/8/23,4,H24,25.84565573,I2_rnhB_May31,input,1,rnhB,0.01,P4410,Cc_upst_rplD
2/10/23,5,C02,25.78903119,I2_rnhB_May31,input,2,rnhC,0.01,P4410,Cc_upst_rplD
2/7/23,3,L23,25.16375876,I2_rnhB_May31,input,1,rnhB,0.01,P4411,Cc_tRNAhis
2/8/23,4,H22,24.95097596,I2_rnhB_May31,input,1,rnhB,0.01,P4411,Cc_tRNAhis
2/10/23,5,J02,24.71889422,I2_rnhB_May31,input,1,rnhB,0.01,P4411,Cc_tRNAhis
2/7/23,3,M23,25.80570522,I2_rnhB_May31,input,1,rnhB,0.01,P4412,Cc_unkn
2/8/23,4,H23,25.48833831,I2_rnhB_May31,input,1,rnhB,0.01,P4412,Cc_unkn
2/10/23,5,N02,25.47466385,I2_rnhB_May31,input,1,rnhB,0.01,P4412,Cc_unkn
2/7/23,3,B24,20.38041036,I3_rnhC_June1,input,2,rnhC,0.01,p4401,Bs_mfd_upst
2/8/23,4,G17,20.71120042,I3_rnhC_June1,input,2,rnhC,0.01,P4401,Bs_mfd_upst
2/10/23,5,L08,20.55628162,I3_rnhC_June1,input,2,rnhC,0.01,P4401,Bs_mfd_upst
2/7/23,3,C24,20.20870778,I3_rnhC_June1,input,2,rnhC,0.01,p4402,Bs_ybfM
2/8/23,4,G20,20.33116962,I3_rnhC_June1,input,2,rnhC,0.01,P4402,Bs_ybfM
2/10/23,5,H08,20.41852431,I3_rnhC_June1,input,2,rnhC,0.01,P4402,Bs_ybfM
2/7/23,3,D24,20.31579345,I3_rnhC_June1,input,2,rnhC,0.01,p4403,Bs_aroK_upst
2/8/23,4,G13,20.62450838,I3_rnhC_June1,input,2,rnhC,0.01,P4403,Bs_aroK_upst
2/10/23,5,G08,20.63491876,I3_rnhC_June1,input,2,rnhC,0.01,P4403,Bs_aroK_upst
2/7/23,3,E24,20.80264093,I3_rnhC_June1,input,2,rnhC,0.01,p4404,Bs_cspB_upst
2/8/23,4,G16,20.9770913,I3_rnhC_June1,input,2,rnhC,0.01,P4404,Bs_cspB_upst
2/10/23,5,M08,20.83854493,I3_rnhC_June1,input,2,rnhC,0.01,P4404,Bs_cspB_upst
2/7/23,3,F24,19.66615384,I3_rnhC_June1,input,2,rnhC,0.01,p4405,Bs_BraB_upst
2/8/23,4,G14,20.01646847,I3_rnhC_June1,input,2,rnhC,0.01,P4405,Bs_BraB_upst
2/10/23,5,I08,20.02525415,I3_rnhC_June1,input,2,rnhC,0.01,P4405,Bs_BraB_upst
2/7/23,3,G24,20.53733426,I3_rnhC_June1,input,2,rnhC,0.01,p4406,Bs_bsrI_upst
2/8/23,4,G15,20.63301765,I3_rnhC_June1,input,2,rnhC,0.01,P4406,Bs_bsrI_upst
2/10/23,5,K08,20.60332471,I3_rnhC_June1,input,2,rnhC,0.01,P4406,Bs_bsrI_upst
2/7/23,3,H24,20.28908295,I3_rnhC_June1,input,2,rnhC,0.01,p4407,Bs_sdpC_upst
2/8/23,4,G19,20.59134151,I3_rnhC_June1,input,2,rnhC,0.01,P4407,Bs_sdpC_upst
2/10/23,5,F08,20.51643433,I3_rnhC_June1,input,2,rnhC,0.01,P4407,Bs_sdpC_upst
2/7/23,3,I24,20.59199562,I3_rnhC_June1,input,2,rnhC,0.01,p4408,Bs_pseudo
2/8/23,4,G18,20.72658099,I3_rnhC_June1,input,2,rnhC,0.01,P4408,Bs_pseudo
2/10/23,5,B08,20.68589592,I3_rnhC_June1,input,2,rnhC,0.01,P4408,Bs_pseudo
2/8/23,4,G21,24.1721652,I3_rnhC_June1,input,2,rnhC,0.01,P4409,Cc_cdzI
2/7/23,3,J24,24.09666206,I3_rnhC_June1,input,2,rnhC,0.01,p4409,Cc_cdzI
2/10/23,5,D08,24.59074846,I3_rnhC_June1,input,2,rnhC,0.01,P4409,Cc_cdzI
2/7/23,3,K24,25.6565523,I3_rnhC_June1,input,2,rnhC,0.01,p4410,Cc_upst_rplD
2/8/23,4,G24,25.8273985,I3_rnhC_June1,input,2,rnhC,0.01,P4410,Cc_upst_rplD
2/10/23,5,C08,25.74165217,I3_rnhC_June1,input,2,rnhC,0.01,P4410,Cc_upst_rplD
2/7/23,3,L24,24.77591748,I3_rnhC_June1,input,2,rnhC,0.01,P4411,Cc_tRNAhis
2/8/23,4,G22,24.87546722,I3_rnhC_June1,input,2,rnhC,0.01,P4411,Cc_tRNAhis
2/10/23,5,J08,24.6976814,I3_rnhC_June1,input,2,rnhC,0.01,P4411,Cc_tRNAhis
2/7/23,3,M24,25.25803897,I3_rnhC_June1,input,2,rnhC,0.01,P4412,Cc_unkn
2/8/23,4,G23,25.58782969,I3_rnhC_June1,input,2,rnhC,0.01,P4412,Cc_unkn
2/10/23,5,N08,25.54429479,I3_rnhC_June1,input,2,rnhC,0.01,P4412,Cc_unkn
2/7/23,3,B18,20.70561581,I3_rnhC_May31,input,1,rnhC,0.01,p4401,Bs_mfd_upst
2/8/23,4,E17,20.94163796,I3_rnhC_May31,input,1,rnhC,0.01,P4401,Bs_mfd_upst
2/10/23,5,L06,20.82524446,I3_rnhC_May31,input,1,rnhC,0.01,P4401,Bs_mfd_upst
2/7/23,3,C18,20.60736943,I3_rnhC_May31,input,1,rnhC,0.01,p4402,Bs_ybfM
2/8/23,4,E20,20.80699698,I3_rnhC_May31,input,1,rnhC,0.01,P4402,Bs_ybfM
2/10/23,5,H06,20.76553227,I3_rnhC_May31,input,1,rnhC,0.01,P4402,Bs_ybfM
2/7/23,3,D18,20.63188578,I3_rnhC_May31,input,1,rnhC,0.01,p4403,Bs_aroK_upst
2/8/23,4,E13,21.02451346,I3_rnhC_May31,input,1,rnhC,0.01,P4403,Bs_aroK_upst
2/10/23,5,G06,20.90029254,I3_rnhC_May31,input,1,rnhC,0.01,P4403,Bs_aroK_upst
2/7/23,3,E18,21.18152272,I3_rnhC_May31,input,1,rnhC,0.01,p4404,Bs_cspB_upst
2/8/23,4,E16,21.50817449,I3_rnhC_May31,input,1,rnhC,0.01,P4404,Bs_cspB_upst
2/10/23,5,M06,21.42988377,I3_rnhC_May31,input,1,rnhC,0.01,P4404,Bs_cspB_upst
2/7/23,3,F18,20.03590543,I3_rnhC_May31,input,1,rnhC,0.01,p4405,Bs_BraB_upst
2/8/23,4,E14,20.52536541,I3_rnhC_May31,input,1,rnhC,0.01,P4405,Bs_BraB_upst
2/10/23,5,I06,20.52329121,I3_rnhC_May31,input,1,rnhC,0.01,P4405,Bs_BraB_upst
2/7/23,3,G18,20.78912193,I3_rnhC_May31,input,1,rnhC,0.01,p4406,Bs_bsrI_upst
2/8/23,4,E15,21.1460634,I3_rnhC_May31,input,1,rnhC,0.01,P4406,Bs_bsrI_upst
2/10/23,5,K06,20.94114533,I3_rnhC_May31,input,1,rnhC,0.01,P4406,Bs_bsrI_upst
2/7/23,3,H18,20.79033007,I3_rnhC_May31,input,1,rnhC,0.01,p4407,Bs_sdpC_upst
2/8/23,4,E19,20.83093479,I3_rnhC_May31,input,1,rnhC,0.01,P4407,Bs_sdpC_upst
2/10/23,5,F06,20.84288466,I3_rnhC_May31,input,1,rnhC,0.01,P4407,Bs_sdpC_upst
2/7/23,3,I18,20.88269698,I3_rnhC_May31,input,1,rnhC,0.01,p4408,Bs_pseudo
2/8/23,4,E18,21.1223737,I3_rnhC_May31,input,1,rnhC,0.01,P4408,Bs_pseudo
2/10/23,5,B06,21.07921063,I3_rnhC_May31,input,1,rnhC,0.01,P4408,Bs_pseudo
2/8/23,4,E21,24.49444923,I3_rnhC_May31,input,1,rnhC,0.01,P4409,Cc_cdzI
2/7/23,3,J18,24.2710498,I3_rnhC_May31,input,1,rnhC,0.01,p4409,Cc_cdzI
2/10/23,5,D06,24.82764525,I3_rnhC_May31,input,1,rnhC,0.01,P4409,Cc_cdzI
2/7/23,3,K18,25.87519405,I3_rnhC_May31,input,1,rnhC,0.01,p4410,Cc_upst_rplD
2/8/23,4,E24,26.20585704,I3_rnhC_May31,input,1,rnhC,0.01,P4410,Cc_upst_rplD
2/10/23,5,C06,26.0182584,I3_rnhC_May31,input,1,rnhC,0.01,P4410,Cc_upst_rplD
2/7/23,3,L18,25.00312365,I3_rnhC_May31,input,1,rnhC,0.01,P4411,Cc_tRNAhis
2/8/23,4,E22,25.18945669,I3_rnhC_May31,input,1,rnhC,0.01,P4411,Cc_tRNAhis
2/10/23,5,J06,24.98684955,I3_rnhC_May31,input,1,rnhC,0.01,P4411,Cc_tRNAhis
2/7/23,3,M18,25.66376743,I3_rnhC_May31,input,1,rnhC,0.01,P4412,Cc_unkn
2/8/23,4,E23,25.74983224,I3_rnhC_May31,input,1,rnhC,0.01,P4412,Cc_unkn
2/10/23,5,N06,25.58707722,I3_rnhC_May31,input,1,rnhC,0.01,P4412,Cc_unkn
